OID_,species,date,latitude,longitude
123,Pronghorn,5/3/2024 0:00:00,35.084958329999999,-119.682800000000000
124,Pronghorn,5/5/2024 0:00:00,35.156920829999997,-119.826780200000002
125,Pronghorn,5/16/2024 0:00:00,35.122861170000000,-119.719963300000003
126,Pronghorn,5/24/2024 0:00:00,35.173556599999998,-119.844919200000007
127,Pronghorn,5/24/2024 0:00:00,35.175092929999998,-119.850109599999996
128,Pronghorn,6/5/2024 0:00:00,35.065588750000003,-119.629086900000004
129,Pronghorn,9/14/1999 0:00:00,35.126154569999997,-119.642105200000003
130,Pronghorn,7/15/2024 0:00:00,35.134819190000002,-119.774855099999996
131,Pronghorn,7/27/2024 0:00:00,35.167645929999999,-119.844972499999997
132,Pronghorn,8/4/2024 0:00:00,35.145958329999999,-119.773094999999998
133,Pronghorn,11/13/2005 0:00:00,35.183688570000001,-119.845122300000000
134,Pronghorn,11/9/2024 0:00:00,35.160496510000002,-119.799623999999994
135,Pronghorn,11/10/2024 0:00:00,35.152426339999998,-119.818669999999997
136,Pronghorn,11/1/2024 0:00:00,35.151925249999998,-119.804180500000001
137,American Pronghorn,6/17/2015 0:00:00,35.160055999999997,-119.845054000000005
138,Pronghorn,1/16/2025 0:00:00,35.115322040000002,-119.751592900000006
139,Pronghorn,5/27/2004 0:00:00,35.188513460000003,-119.916023300000006
140,Pronghorn,12/13/2013 0:00:00,35.189863899999999,-119.863297200000005
141,Pronghorn,4/2/2025 0:00:00,35.149178990000003,-119.770129600000004
142,Pronghorn,4/20/2025 0:00:00,35.147119040000000,-119.793296299999994
143,Pronghorn,4/21/2025 0:00:00,35.057849890000000,-119.607149000000007
144,Pronghorn,4/22/2025 0:00:00,35.202480430000001,-119.932888599999998
145,Pronghorn,4/26/2025 0:00:00,35.189920000000001,-119.863213299999998
146,Pronghorn,4/27/2025 0:00:00,35.056274449999997,-119.595769099999998
147,Pronghorn,4/27/2025 0:00:00,35.055979720000003,-119.595805900000002
148,Pronghorn,4/30/2025 0:00:00,35.245502209999998,-119.912424799999997
149,Pronghorn,4/30/2025 0:00:00,35.146369790000001,-119.789046799999994
150,Pronghorn,5/2/2025 0:00:00,35.058602229999998,-119.766247100000001
151,Pronghorn,5/2/2025 0:00:00,35.190957009999998,-119.681121700000006
152,Pronghorn,5/5/2025 0:00:00,35.210666670000002,-119.873208300000002
153,Pronghorn,5/15/2025 0:00:00,35.146275459999998,-119.781420499999996
154,Pronghorn,5/15/2025 0:00:00,35.092286070000000,-119.730042200000000
155,Pronghorn,5/19/2025 0:00:00,35.116904400000003,-119.752344100000002
156,Pronghorn,5/22/2025 0:00:00,35.116886170000001,-119.751441700000001
157,Pronghorn,5/29/2025 0:00:00,34.997879939999997,-119.496010999999996
158,Pronghorn,5/30/2025 0:00:00,35.111797320000001,-119.740102899999997
159,Pronghorn,5/30/2025 0:00:00,35.020605799999998,-119.533142600000005
160,Pronghorn,6/6/2025 0:00:00,34.996870000000001,-119.493683300000001
161,Pronghorn,6/11/2025 0:00:00,35.201996770000001,-119.883059500000002
162,Pronghorn,1/21/2023 0:00:00,35.135197169999998,-119.837813299999993
163,Pronghorn,7/27/2025 0:00:00,35.181559190000002,-119.844272099999998
164,Pronghorn,8/30/2024 0:00:00,35.139927829999998,-119.758758299999997
165,Pronghorn,9/24/2025 0:00:00,35.143016250000002,-119.773831700000002
166,Pronghorn,9/12/2025 0:00:00,35.106266099999999,-119.734902399999996
167,Pronghorn,4/21/2017 0:00:00,35.057326979999999,-119.602093699999998
168,Pronghorn,5/10/2025 0:00:00,35.159540569999997,-119.862398900000002
169,Pronghorn,3/22/2012 0:00:00,35.189863899999999,-119.863297200000005
170,American Pronghorn,12/19/2013 0:00:00,35.189863899999999,-119.863297200000005
171,Pronghorn,3/11/2007 0:00:00,35.163789629999997,-119.803353200000004
