species,date,latitude,longitude
Pronghorn,11/04/2021,39.76024431,-120.2725546
Pronghorn,17/10/2018,35.34484444,-120.0050917
Pronghorn,09/07/2021,39.75897992,-120.3549588
Pronghorn,29/05/2021,39.740425,-120.3057033
Pronghorn,19/07/2021,37.93147822,-118.6049137
Pronghorn,13/06/2021,40.94432455,-121.8734216
Pronghorn,22/07/2021,37.98070333,-118.91758
Pronghorn,23/07/2021,37.93803,-118.613855
Pronghorn,04/08/2021,38.14896398,-119.1297594
Pronghorn,15/11/2020,40.70701357,-120.1108752
Pronghorn,10/09/2021,35.17423333,-119.8448778
Pronghorn,18/04/2021,37.08427865,-117.4795046
Pronghorn,12/09/2021,40.4990939,-120.3258155
Pronghorn,18/09/2021,35.35158833,-120.0338972
Pronghorn,24/09/2021,39.69836155,-120.2517775
Pronghorn,24/10/2017,39.79595491,-120.1985736
Pronghorn,28/10/2017,40.18298899,-120.3729256
Pronghorn,09/09/2021,35.3051413,-119.9968995
Pronghorn,27/10/2021,35.3189963,-119.7314306
Pronghorn,13/05/2011,34.8754679,-118.8913715
Pronghorn,27/09/2018,34.85496944,-118.6698444
Pronghorn,02/11/2021,39.76339461,-120.2443057
Pronghorn,24/11/2021,40.52600318,-120.1156546
Pronghorn,27/11/2021,35.80780169,-120.3699487
Pronghorn,16/06/2018,41.20749068,-121.0287471
Pronghorn,20/03/2013,35.343784,-120.005162
Pronghorn,11/09/2011,40.65535134,-120.6586146
Pronghorn,10/01/2022,35.30420317,-119.6914064
Pronghorn,25/05/2018,35.36436584,-120.0621884
Pronghorn,25/01/2022,35.16598617,-119.82817
American Pronghorn,25/01/2022,35.17228056,-119.8240472
Pronghorn,28/01/2022,41.95025483,-121.927952
Pronghorn,22/01/2022,41.9486789,-121.7111928
Pronghorn,15/05/2021,35.09193166,-119.84486
Pronghorn,15/05/2021,35.30698006,-119.8626675
Pronghorn,15/05/2021,35.15761807,-119.9731289
Pronghorn,13/02/2022,35.16614138,-119.8106036
Pronghorn,12/02/2022,35.35146111,-120.0099583
Pronghorn,20/02/2022,41.685546,-122.374109
Pronghorn,26/02/2022,35.1898639,-119.8632972
Pronghorn,04/03/2022,35.89591612,-120.3298518
Pronghorn,15/03/2022,35.17670117,-119.8427758
Pronghorn,11/03/2022,35.18280417,-119.8455563
Pronghorn,20/03/2022,35.12593333,-119.6915283
